activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.78,0.461,0.861,0.456,0.323,0.661,0.792,0.709,0.814,0.582,0.469,0.762,0.792,0.545,0.857,0.522,0.39,0.701
relu,"(25,)",0.01,0.78,0.417,0.873,0.433,0.301,0.645,0.819,0.636,0.867,0.59,0.478,0.752,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(25,)",0.001,0.795,0.417,0.891,0.45,0.33,0.654,0.815,0.582,0.876,0.566,0.45,0.729,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(25,)",0.0001,0.799,0.417,0.898,0.46,0.345,0.657,0.857,0.636,0.914,0.648,0.561,0.775,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(50,)",0.1,0.775,0.394,0.873,0.411,0.281,0.634,0.758,0.545,0.814,0.48,0.333,0.68,0.792,0.455,0.881,0.476,0.348,0.668
relu,"(50,)",0.01,0.761,0.417,0.849,0.412,0.266,0.633,0.804,0.509,0.881,0.498,0.384,0.695,0.755,0.364,0.857,0.381,0.229,0.61
relu,"(50,)",0.001,0.751,0.392,0.843,0.39,0.239,0.617,0.823,0.509,0.905,0.533,0.434,0.707,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(50,)",0.0001,0.747,0.389,0.837,0.378,0.231,0.613,0.838,0.509,0.924,0.562,0.471,0.716,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(75,)",0.1,0.756,0.419,0.843,0.408,0.259,0.631,0.785,0.673,0.814,0.561,0.437,0.744,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(75,)",0.01,0.785,0.394,0.885,0.422,0.3,0.64,0.804,0.564,0.867,0.536,0.417,0.715,0.774,0.545,0.833,0.5,0.357,0.689
relu,"(75,)",0.001,0.78,0.347,0.892,0.379,0.254,0.619,0.808,0.491,0.89,0.513,0.397,0.691,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(75,)",0.0001,0.794,0.347,0.91,0.397,0.285,0.628,0.815,0.491,0.9,0.525,0.416,0.695,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(100,)",0.1,0.766,0.442,0.849,0.432,0.286,0.645,0.751,0.527,0.81,0.46,0.308,0.668,0.774,0.727,0.786,0.571,0.446,0.756
relu,"(100,)",0.01,0.785,0.369,0.891,0.409,0.285,0.63,0.792,0.509,0.867,0.501,0.373,0.688,0.792,0.545,0.857,0.522,0.39,0.701
relu,"(100,)",0.001,0.785,0.369,0.892,0.411,0.288,0.631,0.811,0.473,0.9,0.509,0.396,0.686,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(100,)",0.0001,0.79,0.325,0.91,0.387,0.274,0.617,0.826,0.509,0.91,0.55,0.448,0.709,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(125,)",0.1,0.751,0.439,0.831,0.416,0.264,0.635,0.777,0.655,0.81,0.546,0.417,0.732,0.755,0.727,0.762,0.552,0.419,0.745
relu,"(125,)",0.01,0.799,0.442,0.891,0.464,0.352,0.666,0.8,0.509,0.876,0.511,0.386,0.693,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(125,)",0.001,0.799,0.419,0.898,0.455,0.338,0.658,0.8,0.418,0.9,0.459,0.343,0.659,0.792,0.455,0.881,0.476,0.348,0.668
relu,"(125,)",0.0001,0.79,0.397,0.891,0.431,0.307,0.644,0.804,0.364,0.919,0.438,0.339,0.641,0.811,0.364,0.929,0.444,0.35,0.646
relu,"(150,)",0.1,0.751,0.486,0.819,0.435,0.292,0.652,0.762,0.691,0.781,0.548,0.414,0.736,0.755,0.455,0.833,0.435,0.279,0.644
relu,"(150,)",0.01,0.794,0.372,0.903,0.414,0.313,0.638,0.811,0.618,0.862,0.576,0.459,0.74,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(150,)",0.001,0.79,0.372,0.898,0.414,0.295,0.635,0.819,0.564,0.886,0.562,0.449,0.725,0.792,0.545,0.857,0.522,0.39,0.701
relu,"(150,)",0.0001,0.799,0.372,0.91,0.421,0.317,0.641,0.83,0.545,0.905,0.573,0.471,0.725,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(175,)",0.1,0.78,0.533,0.843,0.489,0.356,0.688,0.758,0.545,0.814,0.473,0.329,0.68,0.679,0.727,0.667,0.485,0.324,0.697
relu,"(175,)",0.01,0.804,0.417,0.903,0.46,0.356,0.66,0.774,0.509,0.843,0.48,0.339,0.676,0.717,0.364,0.81,0.348,0.168,0.587
relu,"(175,)",0.001,0.804,0.347,0.922,0.413,0.315,0.634,0.785,0.364,0.895,0.412,0.287,0.629,0.774,0.364,0.881,0.4,0.264,0.622
relu,"(175,)",0.0001,0.809,0.322,0.934,0.4,0.317,0.628,0.77,0.291,0.895,0.34,0.214,0.593,0.811,0.455,0.905,0.5,0.388,0.68
relu,"(200,)",0.1,0.747,0.533,0.801,0.458,0.309,0.667,0.766,0.6,0.81,0.512,0.373,0.705,0.774,0.727,0.786,0.571,0.446,0.756
relu,"(200,)",0.01,0.799,0.417,0.897,0.453,0.345,0.657,0.789,0.491,0.867,0.49,0.357,0.679,0.774,0.455,0.857,0.455,0.312,0.656
relu,"(200,)",0.001,0.799,0.344,0.916,0.406,0.302,0.63,0.804,0.473,0.89,0.499,0.379,0.682,0.792,0.545,0.857,0.522,0.39,0.701
