activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.7,0.5,0.782,0.427,0.267,0.641,0.723,0.525,0.811,0.536,0.344,0.668,0.692,0.375,0.833,0.429,0.228,0.604
relu,"(25,)",0.01,0.798,0.567,0.891,0.583,0.511,0.729,0.769,0.55,0.867,0.59,0.435,0.708,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(25,)",0.001,0.778,0.5,0.89,0.51,0.411,0.695,0.815,0.6,0.911,0.66,0.551,0.756,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(25,)",0.0001,0.817,0.6,0.905,0.616,0.541,0.752,0.838,0.75,0.878,0.739,0.624,0.814,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(50,)",0.1,0.769,0.633,0.824,0.584,0.436,0.729,0.746,0.55,0.833,0.572,0.393,0.692,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(50,)",0.01,0.798,0.6,0.879,0.596,0.518,0.74,0.777,0.625,0.844,0.633,0.477,0.735,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(50,)",0.001,0.808,0.567,0.906,0.563,0.487,0.736,0.777,0.6,0.856,0.62,0.467,0.728,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(50,)",0.0001,0.816,0.567,0.918,0.602,0.536,0.742,0.785,0.6,0.867,0.627,0.479,0.733,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(75,)",0.1,0.759,0.6,0.824,0.512,0.396,0.712,0.731,0.525,0.822,0.537,0.365,0.674,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(75,)",0.01,0.808,0.567,0.906,0.56,0.476,0.736,0.785,0.6,0.867,0.63,0.491,0.733,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(75,)",0.001,0.827,0.567,0.932,0.585,0.52,0.75,0.777,0.575,0.867,0.612,0.469,0.721,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(75,)",0.0001,0.826,0.567,0.932,0.611,0.559,0.75,0.823,0.625,0.911,0.68,0.574,0.768,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(100,)",0.1,0.75,0.567,0.825,0.509,0.366,0.696,0.769,0.55,0.867,0.592,0.437,0.708,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(100,)",0.01,0.807,0.533,0.919,0.539,0.462,0.726,0.769,0.6,0.844,0.612,0.453,0.722,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(100,)",0.001,0.798,0.533,0.906,0.537,0.467,0.72,0.769,0.625,0.833,0.626,0.464,0.729,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(100,)",0.0001,0.788,0.533,0.891,0.523,0.436,0.712,0.792,0.675,0.844,0.662,0.516,0.76,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(125,)",0.1,0.759,0.6,0.824,0.507,0.399,0.712,0.777,0.675,0.822,0.643,0.489,0.749,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(125,)",0.01,0.827,0.633,0.906,0.64,0.586,0.77,0.785,0.65,0.844,0.649,0.499,0.747,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(125,)",0.001,0.837,0.6,0.933,0.644,0.605,0.767,0.777,0.625,0.844,0.633,0.478,0.735,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(125,)",0.0001,0.837,0.6,0.933,0.644,0.605,0.767,0.815,0.7,0.867,0.7,0.571,0.783,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(150,)",0.1,0.74,0.6,0.796,0.523,0.364,0.698,0.762,0.625,0.822,0.611,0.448,0.724,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(150,)",0.01,0.817,0.567,0.919,0.575,0.502,0.743,0.777,0.625,0.844,0.63,0.473,0.735,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(150,)",0.001,0.808,0.533,0.919,0.547,0.48,0.726,0.792,0.6,0.878,0.635,0.498,0.739,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(150,)",0.0001,0.817,0.567,0.919,0.573,0.504,0.743,0.838,0.675,0.911,0.719,0.617,0.793,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(175,)",0.1,0.729,0.6,0.782,0.532,0.377,0.691,0.769,0.675,0.811,0.629,0.484,0.743,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(175,)",0.01,0.817,0.567,0.919,0.575,0.502,0.743,0.769,0.6,0.844,0.608,0.455,0.722,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(175,)",0.001,0.808,0.533,0.919,0.547,0.48,0.726,0.785,0.65,0.844,0.645,0.495,0.747,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(175,)",0.0001,0.817,0.567,0.919,0.573,0.504,0.743,0.808,0.675,0.867,0.678,0.544,0.771,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(200,)",0.1,0.74,0.567,0.81,0.493,0.347,0.689,0.738,0.625,0.789,0.579,0.406,0.707,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(200,)",0.01,0.817,0.567,0.919,0.575,0.502,0.743,0.777,0.65,0.833,0.638,0.482,0.742,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(200,)",0.001,0.827,0.6,0.919,0.632,0.573,0.76,0.792,0.625,0.867,0.643,0.505,0.746,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(200,)",0.0001,0.827,0.6,0.919,0.63,0.575,0.76,0.808,0.65,0.878,0.67,0.539,0.764,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(225,)",0.1,0.749,0.6,0.81,0.506,0.365,0.705,0.738,0.575,0.811,0.559,0.387,0.693,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(225,)",0.01,0.808,0.567,0.906,0.56,0.476,0.736,0.8,0.675,0.856,0.674,0.535,0.765,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(225,)",0.001,0.827,0.567,0.932,0.585,0.52,0.75,0.808,0.675,0.867,0.682,0.548,0.771,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(225,)",0.0001,0.817,0.567,0.919,0.573,0.504,0.743,0.831,0.675,0.9,0.703,0.592,0.788,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(250,)",0.1,0.759,0.667,0.797,0.571,0.471,0.732,0.785,0.65,0.844,0.634,0.502,0.747,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(250,)",0.01,0.808,0.567,0.906,0.56,0.476,0.736,0.792,0.65,0.856,0.657,0.515,0.753,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(250,)",0.001,0.798,0.567,0.892,0.549,0.461,0.73,0.808,0.675,0.867,0.684,0.55,0.771,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(250,)",0.0001,0.827,0.6,0.92,0.634,0.592,0.76,0.838,0.7,0.9,0.724,0.617,0.8,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(275,)",0.1,0.758,0.7,0.781,0.62,0.497,0.74,0.762,0.625,0.822,0.614,0.45,0.724,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(275,)",0.01,0.808,0.567,0.906,0.563,0.487,0.736,0.785,0.65,0.844,0.645,0.495,0.747,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(275,)",0.001,0.817,0.567,0.919,0.573,0.504,0.743,0.792,0.65,0.856,0.653,0.508,0.753,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(275,)",0.0001,0.808,0.567,0.906,0.563,0.491,0.736,0.831,0.725,0.878,0.723,0.603,0.801,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(300,)",0.1,0.74,0.633,0.785,0.561,0.406,0.709,0.738,0.6,0.8,0.581,0.397,0.7,0.692,0.375,0.833,0.429,0.228,0.604
relu,"(300,)",0.01,0.827,0.567,0.932,0.585,0.52,0.75,0.785,0.65,0.844,0.645,0.495,0.747,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(300,)",0.001,0.817,0.567,0.919,0.573,0.504,0.743,0.792,0.625,0.867,0.643,0.503,0.746,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(300,)",0.0001,0.808,0.567,0.906,0.563,0.491,0.736,0.831,0.675,0.9,0.703,0.592,0.788,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(25,5)",0.1,0.788,0.633,0.85,0.562,0.464,0.741,0.838,0.875,0.822,0.77,0.668,0.849,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(25,5)",0.01,0.769,0.6,0.838,0.561,0.435,0.719,0.846,0.75,0.889,0.744,0.645,0.819,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(25,5)",0.001,0.779,0.5,0.892,0.492,0.402,0.696,0.892,0.775,0.944,0.812,0.747,0.86,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(25,5)",0.0001,0.769,0.467,0.891,0.499,0.401,0.679,0.869,0.8,0.9,0.789,0.697,0.85,0.846,0.875,0.833,0.778,0.672,0.854
