activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.906,0.946,0.866,0.911,0.823,0.906,0.869,0.85,0.878,0.803,0.711,0.864,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(25,)",0.01,0.912,0.959,0.866,0.918,0.836,0.912,0.885,0.8,0.922,0.81,0.733,0.861,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(25,)",0.001,0.906,0.959,0.853,0.913,0.826,0.906,0.869,0.775,0.911,0.786,0.694,0.843,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(25,)",0.0001,0.926,0.959,0.892,0.928,0.857,0.926,0.877,0.875,0.878,0.816,0.729,0.876,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(50,)",0.1,0.886,0.919,0.852,0.888,0.788,0.886,0.831,0.825,0.833,0.754,0.637,0.829,0.885,0.875,0.889,0.824,0.741,0.882
relu,"(50,)",0.01,0.919,0.959,0.88,0.923,0.846,0.92,0.908,0.8,0.956,0.843,0.784,0.878,0.962,0.875,1.0,0.933,0.91,0.938
relu,"(50,)",0.001,0.926,0.932,0.92,0.927,0.861,0.926,0.862,0.625,0.967,0.734,0.673,0.796,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(50,)",0.0001,0.939,0.932,0.947,0.938,0.883,0.94,0.846,0.55,0.978,0.682,0.632,0.764,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(75,)",0.1,0.871,0.906,0.837,0.875,0.759,0.871,0.8,0.725,0.833,0.697,0.552,0.779,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(75,)",0.01,0.919,0.959,0.88,0.924,0.848,0.92,0.885,0.775,0.933,0.809,0.732,0.854,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(75,)",0.001,0.926,0.959,0.893,0.929,0.859,0.926,0.869,0.725,0.933,0.775,0.688,0.829,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(75,)",0.0001,0.913,0.946,0.88,0.916,0.835,0.913,0.869,0.675,0.956,0.761,0.69,0.815,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(100,)",0.1,0.898,0.932,0.865,0.902,0.806,0.899,0.777,0.675,0.822,0.654,0.491,0.749,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(100,)",0.01,0.926,0.959,0.893,0.93,0.862,0.926,0.869,0.75,0.922,0.784,0.701,0.836,0.846,0.625,0.944,0.714,0.624,0.785
relu,"(100,)",0.001,0.919,0.959,0.88,0.924,0.848,0.92,0.854,0.675,0.933,0.737,0.658,0.804,0.846,0.625,0.944,0.714,0.624,0.785
