Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.2,0.7,-0.8,0.798,0.633,0.865,0.649,0.525,0.749,0.785,0.55,0.889,0.605,0.47,0.719,0.808,0.625,0.889,0.667,0.535,0.757
poly,1,2,0.1,1,-1.2,0.9,-0.8,0.836,0.733,0.878,0.704,0.628,0.806,0.815,0.8,0.822,0.727,0.598,0.811,0.846,0.875,0.833,0.778,0.672,0.854
poly,1,2,0.1,2,-1.3,1.0,-0.7,0.866,0.733,0.919,0.741,0.689,0.826,0.831,0.8,0.844,0.745,0.627,0.822,0.846,0.875,0.833,0.778,0.672,0.854
poly,1,2,0.1,3,-1.4,1.1,-0.7,0.875,0.8,0.906,0.765,0.716,0.853,0.838,0.925,0.8,0.78,0.679,0.862,0.846,1.0,0.778,0.8,0.72,0.889
poly,1,2,0.1,4,-1.4,1.2,-0.7,0.866,0.8,0.893,0.756,0.704,0.847,0.808,0.925,0.756,0.75,0.634,0.84,0.846,1.0,0.778,0.8,0.72,0.889
poly,1,2,0.01,0,-1.1,0.8,-0.8,0.826,0.6,0.918,0.652,0.578,0.759,0.838,0.65,0.922,0.711,0.617,0.786,0.808,0.625,0.889,0.667,0.535,0.757
poly,1,2,0.01,1,-1.5,1.4,-0.4,0.875,0.667,0.96,0.716,0.69,0.813,0.8,0.6,0.889,0.647,0.517,0.744,0.731,0.5,0.833,0.533,0.347,0.667
poly,1,2,0.01,2,-1.7,1.7,-0.4,0.856,0.6,0.96,0.671,0.64,0.78,0.777,0.6,0.856,0.627,0.472,0.728,0.769,0.625,0.833,0.625,0.458,0.729
poly,1,2,0.01,3,-2.0,2.0,-0.3,0.847,0.567,0.96,0.65,0.614,0.763,0.8,0.625,0.878,0.665,0.532,0.751,0.846,0.625,0.944,0.714,0.624,0.785
poly,1,2,0.01,4,-2.3,2.2,-0.2,0.837,0.533,0.96,0.616,0.588,0.747,0.808,0.6,0.9,0.659,0.537,0.75,0.846,0.625,0.944,0.714,0.624,0.785
