activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.885,0.918,0.85,0.889,0.775,0.884,0.831,0.775,0.856,0.741,0.622,0.815,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(25,)",0.01,0.892,0.918,0.865,0.894,0.788,0.891,0.777,0.725,0.8,0.675,0.519,0.762,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(25,)",0.001,0.878,0.918,0.835,0.884,0.763,0.877,0.8,0.775,0.811,0.707,0.568,0.793,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(25,)",0.0001,0.885,0.891,0.876,0.886,0.776,0.884,0.777,0.725,0.8,0.667,0.512,0.762,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(50,)",0.1,0.885,0.931,0.836,0.891,0.776,0.884,0.762,0.825,0.733,0.679,0.525,0.779,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(50,)",0.01,0.912,0.932,0.892,0.914,0.828,0.912,0.8,0.75,0.822,0.704,0.562,0.786,0.808,0.75,0.833,0.706,0.566,0.792
relu,"(50,)",0.001,0.932,0.932,0.933,0.932,0.866,0.933,0.831,0.725,0.878,0.725,0.607,0.801,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(50,)",0.0001,0.912,0.932,0.891,0.914,0.826,0.912,0.831,0.725,0.878,0.724,0.606,0.801,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(75,)",0.1,0.885,0.905,0.864,0.886,0.775,0.884,0.777,0.8,0.767,0.683,0.551,0.783,0.923,0.875,0.944,0.875,0.819,0.91
relu,"(75,)",0.01,0.912,0.932,0.891,0.914,0.827,0.912,0.792,0.725,0.822,0.689,0.546,0.774,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(75,)",0.001,0.919,0.932,0.907,0.921,0.842,0.92,0.777,0.725,0.8,0.671,0.513,0.763,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(75,)",0.0001,0.906,0.932,0.878,0.909,0.814,0.905,0.777,0.75,0.789,0.675,0.515,0.769,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(100,)",0.1,0.892,0.931,0.851,0.896,0.787,0.891,0.746,0.8,0.722,0.66,0.487,0.761,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(100,)",0.01,0.906,0.932,0.878,0.908,0.813,0.905,0.838,0.775,0.867,0.748,0.633,0.821,0.846,0.75,0.889,0.75,0.639,0.819
relu,"(100,)",0.001,0.906,0.932,0.878,0.908,0.813,0.905,0.854,0.775,0.889,0.766,0.661,0.832,0.846,0.75,0.889,0.75,0.639,0.819
